,id,text,character,conversation_id,reply_to,clean_text,tokenize,tokenize_lemmatized,final_text,prediction
166,L593391,"No more stalemate Tom, we got the soldiers, we'll match them gun for gun if that's how they want it. They know me for what I am, Tom-- and they're scared of me.",SONNY,L593389,L593390,stalemate tom got soldiers match gun gun thats want know tom theyre scared,"['stalemate', 'tom', 'got', 'soldiers', 'match', 'gun', 'gun', 'thats', 'want', 'know', 'tom', 'theyre', 'scared']","['stalemate', 'tom', 'got', 'soldier', 'match', 'gun', 'gun', 'thats', 'want', 'know', 'tom', 'theyre', 'scared']",stalemate tom got soldier match gun gun thats want know tom theyre scared,fear
352,L593583,"The hotel, the casino.  The Corleone family wants to buy you out.",MICHAEL,L593582,L593582,hotel casino corleone family wants buy,"['hotel', 'casino', 'corleone', 'family', 'wants', 'buy']","['hotel', 'casino', 'corleone', 'family', 'want', 'buy']",hotel casino corleone family want buy,joy
134,L592982,Tom said he'd take care of it.,MICHAEL,L592981,L592981,tom said hed care,"['tom', 'said', 'hed', 'care']","['tom', 'said', 'hed', 'care']",tom said hed care,fear
306,L593252,"Sonny...Sonny--Jesus Christ, I'm down at the hospital.  I came down late.  There's no one here.  None of Tessio's people--no detectives, no one.  The old man is completely unprotected.",MICHAEL,L593252,,sonnysonnyjesus christ im hospital came late theres tessios peopleno detectives old man completely unprotected,"['sonnysonnyjesus', 'christ', 'im', 'hospital', 'came', 'late', 'theres', 'tessios', 'peopleno', 'detectives', 'old', 'man', 'completely', 'unprotected']","['sonnysonnyjesus', 'christ', 'im', 'hospital', 'came', 'late', 'there', 'tessios', 'peopleno', 'detective', 'old', 'man', 'completely', 'unprotected']",sonnysonnyjesus christ im hospital came late there tessios peopleno detective old man completely unprotected,joy
344,L593618,Be patient.,MICHAEL,L593615,L593617,patient,['patient'],['patient'],patient,fear
319,L593148,"Is it going to be all-out war, like last time?",MICHAEL,L593148,,going allout war like time,"['going', 'allout', 'war', 'like', 'time']","['going', 'allout', 'war', 'like', 'time']",going allout war like time,fear
243,L593611,I'm busy.,MICHAEL,L593610,L593610,im busy,"['im', 'busy']","['im', 'busy']",im busy,anger
54,L593181,Outside.,CLEMENZA,L593181,,outside,['outside'],['outside'],outside,fear
50,L593310,Mostly it gives witnesses an excuse to change their identification when we make them see the light.  Then you take a long vacation and we catch the hell.,CLEMENZA,L593310,,gives witnesses excuse change identification light long vacation catch hell,"['gives', 'witnesses', 'excuse', 'change', 'identification', 'light', 'long', 'vacation', 'catch', 'hell']","['give', 'witness', 'excuse', 'change', 'identification', 'light', 'long', 'vacation', 'catch', 'hell']",give witness excuse change identification light long vacation catch hell,anger
174,L593320,One of Tattaglia's people?,SONNY,L593320,,tattaglias people,"['tattaglias', 'people']","['tattaglias', 'people']",tattaglias people,fear
189,L593187,"OK forget it, just stay on the phone.",SONNY,L593186,L593186,ok forget stay phone,"['ok', 'forget', 'stay', 'phone']","['ok', 'forget', 'stay', 'phone']",ok forget stay phone,fear
356,L593081,Is he alive?,SONNY,L593077,L593080,alive,['alive'],['alive'],alive,fear
187,L593287,"Sure, he wants us to send Mike to meet him to hear his proposition. The promise is the deal will be so good we can't refuse.",SONNY,L593286,L593286,sure wants send mike meet hear proposition promise deal good cant refuse,"['sure', 'wants', 'send', 'mike', 'meet', 'hear', 'proposition', 'promise', 'deal', 'good', 'cant', 'refuse']","['sure', 'want', 'send', 'mike', 'meet', 'hear', 'proposition', 'promise', 'deal', 'good', 'cant', 'refuse']",sure want send mike meet hear proposition promise deal good cant refuse,fear
169,L593384,We put out a lot of material through our contacts in the Newspapers...about McCluskey's being tied up with Sollozzo in the Drug Rackets...things are starting to loosen up.,HAGEN,L593383,L593383,lot material contacts newspapersabout mccluskeys tied sollozzo drug racketsthings starting loosen,"['lot', 'material', 'contacts', 'newspapersabout', 'mccluskeys', 'tied', 'sollozzo', 'drug', 'racketsthings', 'starting', 'loosen']","['lot', 'material', 'contact', 'newspapersabout', 'mccluskeys', 'tied', 'sollozzo', 'drug', 'racketsthings', 'starting', 'loosen']",lot material contact newspapersabout mccluskeys tied sollozzo drug racketsthings starting loosen,anger
58,L593022,"No...how a man makes his living is none of my business.  But this proposition of yours is too risky. All the people in my family lived well the last ten years, I won't risk that out of greed.",DON CORLEONE,L593022,,nohow man makes living business proposition risky people family lived years wont risk greed,"['nohow', 'man', 'makes', 'living', 'business', 'proposition', 'risky', 'people', 'family', 'lived', 'years', 'wont', 'risk', 'greed']","['nohow', 'man', 'make', 'living', 'business', 'proposition', 'risky', 'people', 'family', 'lived', 'year', 'wont', 'risk', 'greed']",nohow man make living business proposition risky people family lived year wont risk greed,joy
48,L593312,"Probably all the other families will line up against us.  But, it's alright.  These things have to happen once every ten years or so...gets rid of the bad blood. You gotta stop 'em at the beginning. Like they shoulda stopped Hitler at Munich, they shoulda never let him get away with that, they were just asking for big trouble...",CLEMENZA,L593310,L593311,probably families line alright things happen years sogets rid bad blood gotta stop em beginning like shoulda stopped hitler munich shoulda let away asking big trouble,"['probably', 'families', 'line', 'alright', 'things', 'happen', 'years', 'sogets', 'rid', 'bad', 'blood', 'gotta', 'stop', 'em', 'beginning', 'like', 'shoulda', 'stopped', 'hitler', 'munich', 'shoulda', 'let', 'away', 'asking', 'big', 'trouble']","['probably', 'family', 'line', 'alright', 'thing', 'happen', 'year', 'sogets', 'rid', 'bad', 'blood', 'gotta', 'stop', 'em', 'beginning', 'like', 'shoulda', 'stopped', 'hitler', 'munich', 'shoulda', 'let', 'away', 'asking', 'big', 'trouble']",probably family line alright thing happen year sogets rid bad blood gotta stop em beginning like shoulda stopped hitler munich shoulda let away asking big trouble,joy
235,L593049,Right.,HAGEN,L593047,L593048,right,['right'],['right'],right,fear
252,L593236,Visiting hour ends at eight thirty. I'll just sit with him; I want to show respect.,MICHAEL,L593236,,visiting hour ends thirty ill sit want respect,"['visiting', 'hour', 'ends', 'thirty', 'ill', 'sit', 'want', 'respect']","['visiting', 'hour', 'end', 'thirty', 'ill', 'sit', 'want', 'respect']",visiting hour end thirty ill sit want respect,fear
21,L593638,I'll come to you when I need you.,MICHAEL,L593637,L593637,ill come need,"['ill', 'come', 'need']","['ill', 'come', 'need']",ill come need,fear
313,L593154,"All right, Sonny.  All right.",MICHAEL,L593148,L593153,right sonny right,"['right', 'sonny', 'right']","['right', 'sonny', 'right']",right sonny right,sadness
160,L593567,"Come here a minute, Fredo.",MICHAEL,L593566,L593566,come minute fredo,"['come', 'minute', 'fredo']","['come', 'minute', 'fredo']",come minute fredo,fear
276,L592915,Then the legs at the knees...,MICHAEL,L592911,L592914,legs knees,"['legs', 'knees']","['leg', 'knee']",leg knee,fear
191,L593173,"OK, we sit tight until the old man can give us the lead.  But Tom, I want you to stay inside the Mall. You too, Mike, no chances.  Tessio, you hold your people in reserve, but have them nosing around the city.  The hospital is yours; I want it tight, fool-proof, 24 hours a day.",SONNY,L593167,L593172,ok sit tight old man lead tom want stay inside mall mike chances tessio hold people reserve nosing city hospital want tight foolproof hours day,"['ok', 'sit', 'tight', 'old', 'man', 'lead', 'tom', 'want', 'stay', 'inside', 'mall', 'mike', 'chances', 'tessio', 'hold', 'people', 'reserve', 'nosing', 'city', 'hospital', 'want', 'tight', 'foolproof', 'hours', 'day']","['ok', 'sit', 'tight', 'old', 'man', 'lead', 'tom', 'want', 'stay', 'inside', 'mall', 'mike', 'chance', 'tessio', 'hold', 'people', 'reserve', 'nosing', 'city', 'hospital', 'want', 'tight', 'foolproof', 'hour', 'day']",ok sit tight old man lead tom want stay inside mall mike chance tessio hold people reserve nosing city hospital want tight foolproof hour day,anger
293,L593316,"Sollozzo and McCluskey are going to pick you up in an hour and a half on Times Square, under the big Camels sign.",SONNY,L593313,L593315,sollozzo mccluskey going pick hour half times square big camels sign,"['sollozzo', 'mccluskey', 'going', 'pick', 'hour', 'half', 'times', 'square', 'big', 'camels', 'sign']","['sollozzo', 'mccluskey', 'going', 'pick', 'hour', 'half', 'time', 'square', 'big', 'camel', 'sign']",sollozzo mccluskey going pick hour half time square big camel sign,anger
257,L593216,He'll be OK.,MICHAEL,L593214,L593215,hell ok,"['hell', 'ok']","['hell', 'ok']",hell ok,fear
308,L593232,Send some bodyguards.,SONNY,L593230,L593231,send bodyguards,"['send', 'bodyguards']","['send', 'bodyguard']",send bodyguard,fear
149,L593530,"No, she's going home to her family. She'll join me in a few weeks...",MICHAEL,L593528,L593529,shes going home family shell join weeks,"['shes', 'going', 'home', 'family', 'shell', 'join', 'weeks']","['shes', 'going', 'home', 'family', 'shell', 'join', 'week']",shes going home family shell join week,joy
130,L592986,For killing a man.,MICHAEL,L592983,L592985,killing man,"['killing', 'man']","['killing', 'man']",killing man,anger
151,L593487,Shhhhh.,MICHAEL,L593486,L593486,shhhhh,['shhhhh'],['shhhhh'],shhhhh,fear
99,L592890,You understand him better than anyone.,HAGEN,L592889,L592889,understand better,"['understand', 'better']","['understand', 'better']",understand better,fear
87,L592949,It's been two years.  He's probably in trouble again.,HAGEN,L592946,L592948,years hes probably trouble,"['years', 'hes', 'probably', 'trouble']","['year', 'he', 'probably', 'trouble']",year he probably trouble,fear
330,L593137,I can help you out...,MICHAEL,L593134,L593136,help,['help'],['help'],help,fear
214,L593119,Sonny will come after you with everything he's got.,HAGEN,L593118,L593118,sonny come hes got,"['sonny', 'come', 'hes', 'got']","['sonny', 'come', 'he', 'got']",sonny come he got,joy
121,L593544,"I want children, I want a family. But I don't know when.",MICHAEL,L593541,L593543,want children want family dont know,"['want', 'children', 'want', 'family', 'dont', 'know']","['want', 'child', 'want', 'family', 'dont', 'know']",want child want family dont know,sadness
358,L593077,Yeah.,SONNY,L593077,,yeah,['yeah'],['yeah'],yeah,anger
20,L593704,Go back to your house and wait for me...,MICHAEL,L593703,L593703,house wait,"['house', 'wait']","['house', 'wait']",house wait,anger
188,L593286,Was there a definite proposal?,HAGEN,L593286,,definite proposal,"['definite', 'proposal']","['definite', 'proposal']",definite proposal,fear
71,L593460,He was the one behind Sollozzo?,HAGEN,L593456,L593459,sollozzo,['sollozzo'],['sollozzo'],sollozzo,fear
106,L593657,Barzini will move against you first.,DON CORLEONE,L593657,,barzini,['barzini'],['barzini'],barzini,fear
270,L592927,"My brother, Tom Hagen.",MICHAEL,L592925,L592926,brother tom hagen,"['brother', 'tom', 'hagen']","['brother', 'tom', 'hagen']",brother tom hagen,fear
348,L593591,Is that why you thought you could slap Freddie around in public?,MICHAEL,L593584,L593590,thought slap freddie public,"['thought', 'slap', 'freddie', 'public']","['thought', 'slap', 'freddie', 'public']",thought slap freddie public,anger
102,L593662,Yes.,MICHAEL,L593661,L593661,yes,['yes'],['yes'],yes,fear
